"TEAM_ABBREVIATION","START_POSITION","MIN","FGM","FGA","FG_PCT","FG3M","FG3A","FG3_PCT","FTM","FTA","FT_PCT","OREB","DREB","AST","STL","BLK","TO","PF","PTS","PLUS_MINUS"
2,2,18.32,8,22,0.364,3,7,0.429,6,8,0.75,7,5,10,3,2,4,1,25,1
2,2,18.25,16,29,0.552,1,4,0.25,4,6,0.667,1,6,12,2,2,5,3,37,13
2,2,9.83,6,12,0.5,2,6,0.333,8,11,0.727,1,11,8,2,0,3,1,22,10
2,2,14.23,12,24,0.5,0,2,0,4,5,0.8,1,9,7,0,1,2,1,28,5
2,2,13.23,8,19,0.421,1,4,0.25,10,12,0.833,2,5,8,2,1,4,1,27,7
2,2,6.12,3,11,0.273,0,2,0,9,12,0.75,3,4,7,2,0,4,1,15,21
2,2,12.35,5,10,0.5,0,0,0,3,5,0.6,1,5,7,1,1,4,1,13,23
2,2,10.23,10,17,0.588,2,3,0.667,3,5,0.6,3,7,5,1,2,3,2,25,19
2,2,14.22,7,14,0.5,1,6,0.167,11,12,0.917,0,3,2,0,1,2,0,26,8
2,2,10.88,9,16,0.563,1,4,0.25,1,1,1,1,9,4,3,2,7,3,20,10
2,2,18.83,12,23,0.522,2,6,0.333,3,6,0.5,3,8,7,3,1,2,1,29,9
2,2,18.1,4,14,0.286,2,4,0.5,8,12,0.667,1,7,10,2,1,1,1,18,-1
2,2,23.75,14,23,0.609,1,2,0.5,11,12,0.917,3,5,16,2,1,2,1,40,11
2,2,14.85,10,19,0.526,0,1,0,8,11,0.727,2,1,8,1,0,2,0,28,6
2,2,7.5,7,12,0.583,1,4,0.25,1,2,0.5,1,9,11,2,0,2,1,16,14
2,2,10.48,11,15,0.733,1,4,0.25,3,3,1,1,11,7,2,0,4,2,26,6
2,2,15.52,8,15,0.533,1,4,0.25,7,8,0.875,0,6,11,4,0,2,1,24,16
2,2,16.03,14,24,0.583,4,8,0.5,7,9,0.778,3,9,7,2,0,4,3,39,15
2,2,14.75,11,15,0.733,1,3,0.333,7,8,0.875,0,6,9,3,2,1,0,30,21
2,2,12.25,12,18,0.667,1,2,0.5,7,8,0.875,1,6,4,3,0,4,4,32,7
2,2,6.98,9,11,0.818,4,5,0.8,8,11,0.727,1,4,6,0,2,5,3,30,21
2,2,12.62,11,18,0.611,3,6,0.5,7,10,0.7,1,5,5,0,2,4,2,32,4
2,2,14,13,14,0.929,0,0,0,5,6,0.833,0,8,8,2,0,5,1,31,8
2,2,15.73,10,16,0.625,1,2,0.5,9,11,0.818,0,8,7,2,0,3,1,30,29
2,2,17.97,9,17,0.529,1,3,0.333,9,11,0.818,1,5,3,1,1,3,4,28,-9
2,2,10.28,10,18,0.556,3,4,0.75,1,4,0.25,2,7,7,2,0,4,2,24,22
2,2,3.93,14,31,0.452,3,6,0.5,3,5,0.6,4,12,7,3,1,3,3,34,-2
2,2,9.02,9,14,0.643,0,1,0,5,6,0.833,1,6,7,1,0,2,0,23,22
2,2,20.83,12,23,0.522,1,5,0.2,6,7,0.857,1,9,11,0,0,3,1,31,9
2,2,18.07,17,25,0.68,1,2,0.5,4,4,1,0,7,8,3,1,2,2,39,13
2,2,6.53,11,20,0.55,1,5,0.2,2,3,0.667,1,6,10,1,0,1,2,25,33
2,2,19.68,13,19,0.684,2,4,0.5,4,4,1,1,3,6,3,2,3,5,32,1
2,2,5.13,7,10,0.7,0,1,0,6,7,0.857,1,4,7,5,2,1,0,20,28
2,2,18.65,6,16,0.375,1,5,0.2,2,5,0.4,0,10,9,2,1,4,3,15,-9
2,2,18.6,10,20,0.5,1,1,1,1,4,0.25,3,7,4,1,2,7,2,22,-5
2,2,10.95,9,17,0.529,2,3,0.667,4,4,1,1,1,7,0,1,1,0,24,26
2,2,17.08,8,14,0.571,1,5,0.2,13,16,0.813,0,6,2,1,0,2,2,30,-18
2,2,18.02,11,20,0.55,1,3,0.333,9,11,0.818,1,11,9,3,1,4,0,32,12
2,2,23.88,10,22,0.455,1,6,0.167,15,16,0.938,1,7,11,1,0,3,2,36,4
2,2,12.48,11,20,0.55,1,2,0.5,3,5,0.6,1,5,7,2,1,6,2,26,-8
2,2,20.32,15,22,0.682,2,4,0.5,3,4,0.75,1,5,5,6,1,3,1,35,-2
2,2,14.58,9,19,0.474,2,4,0.5,7,8,0.875,2,10,8,4,2,3,1,27,12
2,2,17.87,12,20,0.6,0,3,0,5,5,1,3,5,9,2,1,3,3,29,13
2,2,13.5,11,20,0.55,1,1,1,7,10,0.7,1,8,7,0,0,4,0,30,14
2,2,6.92,9,13,0.692,3,5,0.6,3,4,0.75,0,9,5,1,1,5,0,24,25
2,2,17.98,8,18,0.444,2,5,0.4,4,5,0.8,0,6,11,1,4,0,0,22,12
2,2,6.55,8,15,0.533,0,3,0,7,11,0.636,0,10,5,1,0,2,0,23,36
2,2,18.35,12,23,0.522,2,4,0.5,5,5,1,1,2,5,1,0,4,0,31,-3
2,2,16.35,10,16,0.625,1,2,0.5,6,7,0.857,1,6,6,2,0,3,0,27,12
2,2,11.92,11,16,0.688,0,0,0,2,3,0.667,1,4,7,2,0,4,2,24,10
2,2,14.58,11,20,0.55,3,5,0.6,6,9,0.667,2,8,9,3,0,2,0,31,-17
2,2,18.88,12,24,0.5,1,4,0.25,1,3,0.333,2,11,11,3,2,3,1,26,-3
2,2,12.95,8,15,0.533,1,2,0.5,4,6,0.667,1,8,6,1,0,2,3,21,14
2,2,15.1,9,16,0.563,2,5,0.4,3,6,0.5,3,6,7,4,0,4,2,23,-1
2,2,15.97,10,16,0.625,2,5,0.4,8,9,0.889,1,5,5,0,1,7,3,30,7
2,2,18.53,11,21,0.524,2,4,0.5,4,8,0.5,2,8,8,1,1,1,3,28,5
2,2,16.72,8,20,0.4,1,3,0.333,4,7,0.571,0,7,3,2,0,1,1,21,20
2,2,17.95,11,23,0.478,0,1,0,5,6,0.833,1,6,12,1,3,4,0,27,9
2,2,17.22,12,23,0.522,0,3,0,6,9,0.667,0,5,7,1,2,4,3,30,-15
2,2,15.92,14,26,0.538,5,8,0.625,5,8,0.625,1,9,6,0,0,0,1,38,8
2,2,11.72,10,19,0.526,0,1,0,0,4,0,3,7,6,2,1,2,2,20,-18
2,2,11.67,10,17,0.588,0,2,0,1,3,0.333,2,9,9,1,0,2,2,21,0
2,2,5.98,7,12,0.583,2,3,0.667,4,4,1,4,8,8,1,0,2,1,20,18
2,2,6.18,10,17,0.588,2,3,0.667,1,3,0.333,3,8,1,0,0,3,2,23,25
2,2,15.2,8,17,0.471,0,1,0,4,4,1,1,8,11,0,2,0,2,20,7
2,2,12.68,8,16,0.5,2,3,0.667,5,6,0.833,0,7,5,0,3,5,2,23,-21
2,2,4.87,10,16,0.625,2,4,0.5,4,5,0.8,1,9,3,2,0,0,2,26,12
